meter_id,timestamp,region,building_type,floor_area_m2,insulation_rating,hvac_age_years,solar_kw_installed,ev_charger,hour,day_of_week,is_weekend,is_holiday,tariff_tier,temp_c,humidity_pct,wind_ms,precip_mm,grid_price_usd_per_kwh,occupancy_index,solar_generation_kwh,consumption_kwh,next_hour_consumption_kwh,lag1_kwh,lag24_kwh,roll24_mean_kwh,roll24_std_kwh,high_usage_flag,anomaly_flag,sensor_health,outage_risk_score
M001,2025-01-03 07:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,7,4,0,0,mid_peak,3.19,58.6,1.59,0.0,0.161,0.289,0.697,1.4803,0.8182,1.7175,1.7666,1.7621,0.8711,0,0,0.96,0.1275
M001,2025-01-03 08:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,8,4,0,0,mid_peak,7.64,54.2,2.81,0.0,0.1574,0.397,1.631,0.8182,0.7121,1.4803,1.4046,1.7376,0.8896,0,0,0.959,0.1335
M001,2025-01-03 09:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,9,4,0,0,mid_peak,9.09,60.3,2.61,0.0,0.1535,0.638,1.949,0.7121,0.0,0.8182,0.9613,1.7273,0.9004,0,0,0.964,0.0153
M001,2025-01-03 10:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,10,4,0,0,mid_peak,9.91,53.4,6.15,0.0,0.158,0.518,2.264,0.0,0.1408,0.7121,0.0,1.7273,0.9004,0,0,0.924,0.1558
M001,2025-01-03 11:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,11,4,0,0,mid_peak,9.31,52.1,2.3,0.0,0.1545,0.715,2.465,0.1408,0.2189,0.0,0.0039,1.733,0.8894,0,0,0.984,0.1343
M001,2025-01-03 12:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,12,4,0,0,mid_peak,7.36,45.5,2.4,0.0,0.1653,0.878,3.178,0.2189,0.6628,0.1408,0.36,1.7271,0.8993,0,0,0.99,0.0742
M001,2025-01-03 13:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,13,4,0,0,mid_peak,10.36,57.8,1.13,0.0,0.145,0.998,2.823,0.6628,0.8688,0.2189,0.6572,1.7273,0.899,0,0,0.961,0.0702
M001,2025-01-03 14:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,14,4,0,0,mid_peak,12.06,37.3,0.56,0.0,0.1493,0.846,2.162,0.8688,1.5235,0.6628,1.0727,1.7188,0.9064,0,0,0.969,0.0744
M001,2025-01-03 15:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,15,4,0,0,mid_peak,6.53,40.5,3.32,0.0,0.1647,0.744,1.925,1.5235,1.2669,0.8688,1.6449,1.7138,0.9071,0,0,0.949,0.152
M001,2025-01-03 16:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,16,4,0,0,on_peak,9.3,42.0,3.38,0.5,0.2079,0.578,1.264,1.2669,1.782,1.5235,1.7946,1.6918,0.9115,0,0,0.963,0.1727
M001,2025-01-03 17:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,17,4,0,0,on_peak,6.54,38.8,3.1,0.0,0.2105,0.484,0.673,1.782,2.6288,1.2669,2.142,1.6768,0.9067,0,0,0.962,0.0924
M001,2025-01-03 18:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,18,4,0,0,on_peak,5.91,35.4,5.15,0.0,0.2154,0.345,0.0,2.6288,2.9624,1.782,2.0308,1.7017,0.9249,0,0,0.967,0.1442
M001,2025-01-03 19:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,19,4,0,0,on_peak,3.39,29.5,2.66,1.5,0.2285,0.315,0.0,2.9624,3.0303,2.6288,2.7785,1.7094,0.9349,1,0,0.958,0.1265
M001,2025-01-03 20:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,20,4,0,0,on_peak,3.5,37.2,1.97,3.0,0.2288,0.294,0.0,3.0303,2.657,2.9624,2.0156,1.7516,0.9716,1,0,0.944,0.0896
M001,2025-01-03 21:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,21,4,0,0,on_peak,5.12,37.2,3.05,0.0,0.2147,0.194,0.0,2.657,2.9777,3.0303,2.3649,1.7638,0.9814,0,0,0.949,0.132
M001,2025-01-03 22:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,22,4,0,0,on_peak,3.41,55.1,2.35,0.0,0.2196,0.252,0.0,2.9777,2.552,2.657,2.6353,1.7781,0.997,1,0,0.958,0.1432
M001,2025-01-03 23:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,23,4,0,0,on_peak,4.73,61.0,0.79,0.0,0.2271,0.164,0.0,2.552,2.0217,2.9777,2.9075,1.7633,0.982,0,0,0.934,0.0917
M001,2025-01-04 00:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,0,5,1,0,off_peak,3.77,49.7,5.51,0.0,0.1294,0.061,0.0,2.0217,2.5891,2.552,2.9587,1.7242,0.9505,0,0,0.962,0.1106
M001,2025-01-04 01:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,1,5,1,0,off_peak,2.79,44.2,1.6,0.0,0.1328,0.05,0.0,2.5891,5.4894,2.0217,2.2719,1.7374,0.9606,0,0,0.959,0.0703
M001,2025-01-04 02:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,2,5,1,0,off_peak,5.15,59.4,2.47,0.0,0.131,0.05,0.0,5.4894,1.755,2.5891,2.6941,1.8539,1.2169,1,1,0.865,0.2392
M001,2025-01-04 03:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,3,5,1,0,off_peak,3.83,51.2,1.72,0.5,0.1252,0.097,0.0,1.755,1.8004,5.4894,2.1825,1.8361,1.215,0,0,0.976,0.104
M001,2025-01-04 04:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,4,5,1,0,off_peak,5.24,55.4,6.11,0.0,0.1139,0.05,0.0,1.8004,1.9387,1.755,2.151,1.8215,1.2132,0,0,0.96,0.1486
M001,2025-01-04 05:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,5,5,1,0,off_peak,4.52,55.9,1.77,0.0,0.1303,0.05,0.0,1.9387,2.3587,1.8004,2.0602,1.8164,1.2124,0,0,0.997,0.0612
M001,2025-01-04 06:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,6,5,1,0,off_peak,6.1,57.0,6.75,0.0,0.1194,0.065,0.0,2.3587,1.8453,1.9387,1.7175,1.8431,1.2172,0,0,0.975,0.173
M001,2025-01-04 07:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,7,5,1,0,mid_peak,5.99,57.5,1.48,0.0,0.169,0.219,0.734,1.8453,0.7741,2.3587,1.4803,1.8584,1.2147,0,0,0.974,0.0547
M001,2025-01-04 08:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,8,5,1,0,mid_peak,9.48,50.8,4.32,0.0,0.1474,0.278,1.521,0.7741,0.8798,1.8453,0.8182,1.8565,1.2164,0,0,0.974,0.1543
M001,2025-01-04 09:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,9,5,1,0,mid_peak,7.06,52.9,2.4,0.0,0.1625,0.223,1.643,0.8798,0.7499,0.7741,0.7121,1.8635,1.21,0,0,0.999,0.0951
M001,2025-01-04 10:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,10,5,1,0,mid_peak,10.64,61.1,0.66,0.0,0.1434,0.387,2.292,0.7499,0.9994,0.8798,0.0,1.8948,1.1688,0,0,0.976,0.0777
M001,2025-01-04 11:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,11,5,1,0,mid_peak,9.58,52.4,6.6,0.0,0.1588,0.689,2.572,0.9994,0.0,0.7499,0.1408,1.9305,1.1251,0,0,0.947,0.2177
M001,2025-01-04 12:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,12,5,1,0,mid_peak,11.76,50.8,1.38,0.0,0.1381,0.817,3.105,0.0,0.7762,0.9994,0.2189,1.9214,1.1403,0,0,0.948,0.1002
M001,2025-01-04 13:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,13,5,1,0,mid_peak,10.99,34.0,2.03,0.0,0.1481,0.774,2.732,0.7762,0.7942,0.0,0.6628,1.9261,1.1351,0,0,0.939,0.1591
M001,2025-01-04 14:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,14,5,1,0,mid_peak,12.2,50.7,3.27,0.0,0.1441,0.714,2.227,0.7942,0.9704,0.7762,0.8688,1.923,1.1382,0,0,0.937,0.1073
M001,2025-01-04 15:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,15,5,1,0,mid_peak,9.92,38.8,0.99,0.0,0.1472,0.592,1.972,0.9704,1.1581,0.7942,1.5235,1.9,1.1522,0,0,0.95,0.0608
M001,2025-01-04 16:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,16,5,1,0,on_peak,5.64,48.1,1.56,0.0,0.2176,0.438,1.22,1.1581,1.019,0.9704,1.2669,1.8954,1.155,0,0,0.964,0.0658
M001,2025-01-04 17:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,17,5,1,0,on_peak,6.93,41.3,2.25,0.0,0.2096,0.245,0.804,1.019,2.0317,1.1581,1.782,1.8636,1.1687,0,0,0.926,0.1371
M001,2025-01-04 18:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,18,5,1,0,on_peak,4.24,36.6,0.62,0.0,0.221,0.238,0.0,2.0317,1.7901,1.019,2.6288,1.8388,1.158,0,0,0.972,0.0975
M001,2025-01-04 19:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,19,5,1,0,on_peak,4.19,30.3,3.05,0.0,0.2234,0.077,0.0,1.7901,2.2391,2.0317,2.9624,1.7899,1.133,0,0,0.955,0.1407
M001,2025-01-04 20:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,20,5,1,0,on_peak,6.27,54.4,0.89,0.0,0.2113,0.115,0.0,2.2391,1.8624,1.7901,3.0303,1.757,1.1065,0,0,0.982,0.0607
M001,2025-01-04 21:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,21,5,1,0,on_peak,4.13,47.7,4.26,3.0,0.2223,0.065,0.0,1.8624,1.8535,2.2391,2.657,1.7239,1.0902,0,0,1.0,0.0718
M001,2025-01-04 22:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,22,5,1,0,on_peak,1.49,50.2,5.57,0.0,0.2354,0.109,0.0,1.8535,2.4592,1.8624,2.9777,1.677,1.0576,0,0,0.989,0.1738
M001,2025-01-04 23:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,23,5,1,0,on_peak,0.62,58.3,4.44,0.0,0.2304,0.05,0.0,2.4592,2.32,1.8535,2.552,1.6731,1.0545,0,0,0.944,0.1166
M001,2025-01-05 00:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,0,6,1,0,off_peak,2.05,51.3,4.85,0.0,0.1282,0.05,0.0,2.32,2.3748,2.4592,2.0217,1.6856,1.0605,0,0,0.97,0.1242
M001,2025-01-05 01:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,1,6,1,0,off_peak,0.31,60.7,2.18,0.0,0.1256,0.05,0.0,2.3748,2.4243,2.32,2.5891,1.6766,1.0534,0,0,0.972,0.0501
M001,2025-01-05 02:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,2,6,1,0,off_peak,1.53,52.1,0.81,0.0,0.1369,0.05,0.0,2.4243,2.0868,2.3748,5.4894,1.5489,0.6964,0,0,1.0,0.0734
M001,2025-01-05 03:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,3,6,1,0,off_peak,3.64,61.5,5.39,0.0,0.1268,0.05,0.0,2.0868,1.6158,2.4243,1.755,1.5628,0.7039,0,0,0.99,0.0649
